Timestamp,Friendship level with the person you traded with?,Did you receive a Lucky Pokemon from this trade?,Candy received from the trade,Caught date (for the Pokemon you received),Caught date (for the Pokemon you gave away),Date of trading,ATK IV,DEF IV,STA IV,Your Trainer name,Your Trainer Level,Trading Partner's Trainer Level,Your trading medal (Gentleman),Your trading distance medal (Pilot)
7/27/2018 1:37:35,"Great friends (2 stars, 7 days)",Yes,1,4/12/2018,7/25/2018,7/26/2018,15,15,15,BenGeria,38,25,Bronze,Bronze
7/27/2018 1:37:51,"Great friends (2 stars, 7 days)",No,3,12/24/2016,7/27/2018,7/27/2018,3,8,15,PsyKlakazam ,39,33,Bronze,Bronze
7/27/2018 1:41:38,"Ultra friends (3 stars, 30 days)",Yes,2,6/20/2018,9/30/2016,7/25/2018,11,14,11,LeonTPL,40,34,Bronze,None
7/27/2018 1:41:43,"Great friends (2 stars, 7 days)",Yes,1,6/16/2018,11/1/2016,7/26/2018,10,13,15,joj0975,38,35,None,None
7/27/2018 1:44:09,"Great friends (2 stars, 7 days)",No,1,3/21/2017,6/16/2018,7/26/2018,13,4,13,joj0975,38,35,None,None
7/27/2018 1:45:39,"Great friends (2 stars, 7 days)",Yes,2,3/24/2017,11/30/2016,7/26/2018,14,14,15,Macflatts,36,36,Bronze,Silver
7/27/2018 1:45:41,"Ultra friends (3 stars, 30 days)",No,3,7/23/2018,7/23/2018,7/25/2018,,,,,,,Bronze,Bronze
7/27/2018 2:09:13,"Great friends (2 stars, 7 days)",Yes,2,8/26/2016,7/16/2016,7/25/2018,12,7,13,scottthellen,36,37,Bronze,Bronze
7/27/2018 2:14:20,"Ultra friends (3 stars, 30 days)",No,1,12/9/2017,2/19/2018,7/26/2018,4,9,8,brak3000,38,36,Silver,Bronze
7/27/2018 2:15:32,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/8/2018,7/26/2018,6,9,10,brak3000,38,36,Silver,Bronze
7/27/2018 2:16:33,"Ultra friends (3 stars, 30 days)",No,1,7/20/2018,7/26/2018,7/26/2018,11,14,9,brak3000,38,36,Silver,Bronze
7/27/2018 2:17:31,"Ultra friends (3 stars, 30 days)",No,1,7/25/2018,7/8/2018,7/26/2018,4,9,13,brak3000,38,36,Silver,Bronze
7/27/2018 2:17:49,"Ultra friends (3 stars, 30 days)",Yes,1,5/22/2018,12/28/2016,7/27/2018,14,11,10,TrainerBaggins,38,35,Bronze,None
7/27/2018 2:18:27,"Ultra friends (3 stars, 30 days)",No,2,10/26/2017,7/26/2018,7/26/2018,5,15,14,brak3000,38,36,Silver,Bronze
7/27/2018 2:19:02,"Ultra friends (3 stars, 30 days)",Yes,2,8/21/2016,2/15/2017,7/26/2018,10,15,13,konlaz7,37,34,None,Bronze
7/27/2018 2:19:30,"Ultra friends (3 stars, 30 days)",No,1,6/30/2018,7/26/2018,7/26/2018,4,9,15,brak3000,38,36,Silver,Bronze
7/27/2018 2:20:15,"Ultra friends (3 stars, 30 days)",No,1,7/25/2018,7/25/2018,7/26/2018,3,3,15,brak3000,38,36,Silver,Bronze
7/27/2018 2:20:47,"Great friends (2 stars, 7 days)",Yes,2,7/13/2016,10/26/2016,7/26/2018,,,,Nate3490,32,23,None,None
7/27/2018 2:21:10,"Ultra friends (3 stars, 30 days)",No,1,7/17/2018,7/25/2018,7/26/2018,3,13,14,brak3000,38,36,Silver,Bronze
7/27/2018 2:21:24,"Ultra friends (3 stars, 30 days)",No,3,5/19/2018,7/26/2018,7/26/2018,,,,Matverret,40,35,Bronze,Bronze
7/27/2018 2:23:20,"Good friends (1 stars, 1 day)",Yes,2,7/24/2018,7/23/2018,7/25/2018,,,,Lostfu2,1,1,None,None
7/27/2018 2:27:11,"Great friends (2 stars, 7 days)",Yes,1,7/26/2018,6/23/2018,7/27/2018,,,,,,,None,None
7/27/2018 2:28:06,"Ultra friends (3 stars, 30 days)",No,2,7/25/2018,7/24/2018,7/26/2018,,,,,,,,
7/27/2018 2:28:13,"Ultra friends (3 stars, 30 days)",Yes,3,8/21/2016,7/26/2018,7/26/2018,,,,Tks21,38,33,Bronze,Silver
7/27/2018 2:29:50,"Ultra friends (3 stars, 30 days)",No,3,7/29/2017,7/26/2018,7/26/2018,,,,Tks21,38,32,Bronze,Silver
7/27/2018 2:30:19,"Great friends (2 stars, 7 days)",Yes,2,11/26/2016,9/2/2016,7/26/2018,12,12,11,AarenR09 ,37,35,Silver,Silver
7/27/2018 2:32:46,"Great friends (2 stars, 7 days)",Yes,2,11/12/2016,3/26/2017,7/26/2018,11,11,12,AarenR09 ,37,35,Silver,Silver
7/27/2018 2:32:51,"Ultra friends (3 stars, 30 days)",Yes,2,7/26/2018,7/26/2018,7/27/2018,,15,,NicoSolheim,40,33,Silver,Silver
7/27/2018 2:33:26,"Great friends (2 stars, 7 days)",Yes,1,8/20/2016,9/27/2016,7/25/2018,15,12,11,Mq4Ditches,40,40,Bronze,Bronze
7/27/2018 2:36:41,"Ultra friends (3 stars, 30 days)",No,2,7/12/2017,7/25/2018,7/26/2018,9,9,6,brak3000,38,36,Silver,Bronze
7/27/2018 2:38:03,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,2/8/2018,7/26/2018,8,3,11,brak3000,38,36,Silver,Bronze
7/27/2018 2:39:55,"Ultra friends (3 stars, 30 days)",Yes,3,7/23/2016,8/11/2016,7/26/2018,14,11,14,Irishprima09,40,29,Silver,Silver
7/27/2018 2:40:01,"Great friends (2 stars, 7 days)",No,3,2/22/2018,7/10/2017,7/26/2018,,,,Airdiair,35,34,None,Bronze
7/27/2018 2:40:30,"Ultra friends (3 stars, 30 days)",No,3,12/16/2016,7/26/2018,7/26/2018,,,,Tks21,38,33,Bronze,Silver
7/27/2018 2:42:46,"Ultra friends (3 stars, 30 days)",Yes,2,5/20/2017,2/10/2017,7/26/2018,,,,MarxBrothers88,40,37,Bronze,Bronze
7/27/2018 2:44:41,"Ultra friends (3 stars, 30 days)",No,2,9/16/2016,2/18/2017,7/26/2018,10,11,15,Kicker431,40,40,Bronze,Bronze
7/27/2018 2:46:14,"Great friends (2 stars, 7 days)",Yes,3,7/13/2016,7/26/2018,7/26/2018,11,10,15,Airdiair,35,34,None,Bronze
7/27/2018 2:46:38,"Ultra friends (3 stars, 30 days)",No,1,7/25/2018,1/20/2018,7/26/2018,7,7,8,Kicker431,40,40,Bronze,Bronze
7/27/2018 2:48:46,"Ultra friends (3 stars, 30 days)",Yes,2,10/25/2016,10/30/2016,7/26/2018,11,13,13,Kicker431,40,40,Bronze,Bronze
7/27/2018 2:54:33,"Ultra friends (3 stars, 30 days)",Yes,1,11/15/2017,4/27/2017,7/26/2018,15,15,15,ArcadeFit,39,36,Bronze,None
7/27/2018 2:54:36,"Ultra friends (3 stars, 30 days)",Yes,1,5/25/2018,10/31/2016,7/25/2018,15,15,15,Campanazors,40,36,Silver,Gold
7/27/2018 2:55:06,"Ultra friends (3 stars, 30 days)",No,1,12/9/2017,12/9/2017,7/26/2018,7,3,5,brak3000,38,36,Silver,Bronze
7/27/2018 2:56:19,"Ultra friends (3 stars, 30 days)",Yes,3,6/14/2018,7/12/2018,7/26/2018,14,15,12,VerociousVenom,40,40,Silver,Gold
7/27/2018 2:56:33,"Ultra friends (3 stars, 30 days)",Yes,1,5/23/2017,11/26/2017,7/26/2018,15,14,14,Broadway718,40,38,Silver,Bronze
7/27/2018 2:56:57,"Good friends (1 stars, 1 day)",No,3,8/4/2016,7/26/2018,7/26/2018,,,,AlphaKavu ,40,24,Silver,Silver
7/27/2018 2:57:06,"Ultra friends (3 stars, 30 days)",No,1,4/10/2018,7/24/2018,7/26/2018,7,3,5,brak3000,38,36,Silver,Bronze
7/27/2018 2:57:48,"Good friends (1 stars, 1 day)",No,3,8/4/2016,7/26/2018,7/26/2018,,,,AlphaKavu ,40,24,Silver,Silver
7/27/2018 2:58:23,"Ultra friends (3 stars, 30 days)",Yes,1,7/26/2018,7/26/2018,7/27/2018,10,15,15,sysman90,33,34,Silver,None
7/27/2018 2:58:40,"Good friends (1 stars, 1 day)",No,3,8/4/2016,7/26/2018,7/26/2018,,,,AlphaKavu,40,24,Silver,Silver
7/27/2018 2:59:30,"Good friends (1 stars, 1 day)",No,3,8/4/2016,7/26/2018,7/26/2018,,,,AlphaKavu ,40,24,Silver,Silver
7/27/2018 2:59:35,"Ultra friends (3 stars, 30 days)",No,1,9/16/2017,9/10/2017,7/27/2018,8,8,15,brak3000,38,36,Silver,Bronze
7/27/2018 3:00:35,"Ultra friends (3 stars, 30 days)",No,2,10/3/2017,6/10/2018,7/27/2018,8,11,11,brak3000,38,36,Silver,Bronze
7/27/2018 3:03:05,"Ultra friends (3 stars, 30 days)",Yes,2,11/25/2016,2/10/2017,7/26/2018,14,13,9,Shelby1mustang,34,33,Bronze,Bronze
7/27/2018 3:05:57,"Ultra friends (3 stars, 30 days)",Yes,2,12/25/2017,8/22/2016,7/26/2018,12,11,11,Roguita,40,32,Bronze,Silver
7/27/2018 3:10:15,"Great friends (2 stars, 7 days)",No,1,6/11/2018,2/11/2018,7/26/2018,6,7,11,JohMadeira,39,34,Bronze,Silver
7/27/2018 3:19:16,"Great friends (2 stars, 7 days)",Yes,1,2/4/2018,7/10/2018,7/26/2018,14,13,12,Pkmnmstrbillj88,36,20,Bronze,Bronze
7/27/2018 3:41:27,"Great friends (2 stars, 7 days)",No,1,7/27/2018,7/27/2018,7/27/2018,2,5,8,FreeDaM89,39,23,Silver,Silver
7/27/2018 3:43:21,"Ultra friends (3 stars, 30 days)",No,3,7/25/2018,7/26/2018,7/26/2018,3,14,4,CoachBobXC,39,38,Bronze,Bronze
7/27/2018 3:48:09,"Ultra friends (3 stars, 30 days)",No,3,7/24/2018,7/26/2018,7/26/2018,4,8,13,CoachBobXC,39,38,Bronze,Bronze
7/27/2018 3:48:22,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/27/2018,7/27/2018,12,15,12,FreeDaM89,39,23,Silver,Silver
7/27/2018 3:52:20,"Great friends (2 stars, 7 days)",Yes,1,8/19/2017,11/7/2016,7/26/2018,13,14,13,,,,Bronze,Silver
7/27/2018 3:53:23,"Great friends (2 stars, 7 days)",Yes,1,12/29/2016,7/23/2017,7/25/2018,14,13,15,PowerOfTheSpark,30,37,None,None
7/27/2018 3:54:21,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/27/2018,7/27/2018,12,11,15,TimoKokoko,23,39,Bronze,Bronze
7/27/2018 4:04:04,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/27/2018,7/27/2018,14,12,13,TimoKokoko,23,39,Bronze,Bronze
7/27/2018 4:04:38,"Great friends (2 stars, 7 days)",Yes,2,4/20/2017,4/27/2017,7/26/2018,15,15,11,Macflatts,36,36,Bronze,Silver
7/27/2018 4:06:03,"Great friends (2 stars, 7 days)",No,3,8/13/2017,7/30/2016,7/26/2018,15,8,3,BearBearTrainer,36,36,Silver,Bronze
7/27/2018 4:07:24,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/27/2018,7/27/2018,11,14,11,FreeDaM89,39,23,Silver,Silver
7/27/2018 4:09:09,"Great friends (2 stars, 7 days)",Yes,1,7/23/2018,7/24/2018,7/26/2018,12,11,10,BearBearTrainer,36,36,Silver,Bronze
7/27/2018 4:20:20,"Great friends (2 stars, 7 days)",Yes,1,10/29/2016,5/28/2018,7/26/2018,,,,ShinyRa1n60w,38,36,Silver,Silver
7/27/2018 4:20:26,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/26/2018,7/26/2018,11,15,14,Lilpauley,36,37,Bronze,Bronze
7/27/2018 4:27:49,"Great friends (2 stars, 7 days)",Yes,2,9/17/2016,10/16/2016,7/26/2018,12,11,11,AarenR09 ,37,38,Silver,Silver
7/27/2018 4:29:52,"Great friends (2 stars, 7 days)",Yes,1,8/15/2016,12/27/2016,7/26/2018,11,12,10,AarenR09 ,37,37,Silver,Silver
7/27/2018 4:31:51,"Great friends (2 stars, 7 days)",Yes,1,7/22/2018,7/27/2018,7/27/2018,10,15,12,FreeDaM89,39,23,Silver,Silver
7/27/2018 4:32:48,"Best friends (4 stars, 90 days)",No,2,7/22/2018,7/18/2018,7/12/2018,,,,Lifeistocool,4,1,Gold,Gold
7/27/2018 4:33:09,"Great friends (2 stars, 7 days)",No,1,9/15/2016,10/14/2016,7/26/2018,11,7,8,BearBearTrainer,36,36,Silver,Bronze
7/27/2018 4:36:02,"Good friends (1 stars, 1 day)",No,2,10/30/2017,3/30/2018,7/25/2018,2,3,3,RaroRock,38,23,Bronze,Silver
7/27/2018 4:39:10,"Great friends (2 stars, 7 days)",Yes,3,8/27/2018,3/20/2017,7/26/2018,12,12,12,RaroRock ,38,37,Bronze,Silver
7/27/2018 4:39:33,"Great friends (2 stars, 7 days)",No,3,2/10/2016,7/24/2018,7/26/2018,,,,GoodSunnyDay,32,26,Silver,Silver
7/27/2018 4:42:00,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/22/2018,7/27/2018,13,13,14,TimoKokoko,23,39,Bronze,Bronze
7/27/2018 4:42:28,"Ultra friends (3 stars, 30 days)",Yes,1,5/18/2018,7/25/2018,7/26/2018,15,13,13,,40,39,Silver,Silver
7/27/2018 4:47:02,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,9,12,12,Blindse,34,31,Silver,Bronze
7/27/2018 4:47:10,"Great friends (2 stars, 7 days)",No,2,5/31/2018,3/18/2017,7/26/2018,9,12,13,Aniiketos,40,33,Bronze,Silver
7/27/2018 4:48:06,"Ultra friends (3 stars, 30 days)",No,1,6/13/2018,7/16/2018,7/26/2018,9,12,9,Blindse,34,31,Silver,Bronze
7/27/2018 4:49:00,"Great friends (2 stars, 7 days)",Yes,2,5/26/2018,4/18/2017,7/26/2018,14,14,14,Aniiketos,40,33,Bronze,Silver
7/27/2018 4:49:14,"Ultra friends (3 stars, 30 days)",No,2,5/12/2018,6/10/2018,7/26/2018,15,14,13,Blindse,34,33,Silver,Bronze
7/27/2018 4:50:11,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,15,14,8,Blindse,34,33,Silver,Bronze
7/27/2018 4:50:55,"Great friends (2 stars, 7 days)",Yes,3,3/4/2017,5/25/2018,7/26/2018,3,11,10,Aniiketos,40,33,Bronze,Silver
7/27/2018 4:51:07,"Ultra friends (3 stars, 30 days)",Yes,1,7/26/2018,7/26/2018,7/26/2018,11,15,10,Blindse,34,33,Silver,Bronze
7/27/2018 4:52:07,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,8,8,8,Blindse,34,33,Silver,Bronze
7/27/2018 4:53:44,"Ultra friends (3 stars, 30 days)",No,1,5/21/2018,6/27/2018,7/26/2018,9,10,4,Blindse,34,33,Silver,Bronze
7/27/2018 4:54:49,"Ultra friends (3 stars, 30 days)",No,2,6/25/2018,7/22/2018,7/26/2018,11,8,7,Blindse,34,33,Silver,Bronze
7/27/2018 4:55:49,"Ultra friends (3 stars, 30 days)",No,1,6/28/2018,6/27/2018,7/26/2018,12,3,7,Blindse,34,33,Silver,Bronze
7/27/2018 4:56:41,"Ultra friends (3 stars, 30 days)",No,2,7/22/2018,7/19/2018,7/26/2018,15,5,5,Blindse,34,33,Silver,Bronze
7/27/2018 4:57:37,"Ultra friends (3 stars, 30 days)",No,1,7/22/2018,7/23/2018,7/26/2018,4,6,11,Blindse,34,33,Silver,Bronze
7/27/2018 4:58:47,"Ultra friends (3 stars, 30 days)",No,1,6/28/2018,7/24/2018,7/26/2018,7,7,4,Blindse,34,33,Silver,Bronze
7/27/2018 4:59:36,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,11,10,15,Blindse,34,33,Silver,Bronze
7/27/2018 5:00:55,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,6/29/2018,7/26/2018,11,15,14,Blindse,34,33,Silver,Bronze
7/27/2018 5:01:55,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,6/24/2018,7/26/2018,4,14,10,Blindse,34,33,Silver,Bronze
7/27/2018 5:02:37,"Great friends (2 stars, 7 days)",Yes,1,7/21/2018,8/16/2016,7/26/2018,,,,,38,39,Bronze,Bronze
7/27/2018 5:02:50,"Ultra friends (3 stars, 30 days)",No,1,7/21/2018,7/15/2018,7/26/2018,10,6,10,Blindse,34,33,Silver,Bronze
7/27/2018 5:03:50,"Ultra friends (3 stars, 30 days)",No,2,6/23/2018,6/27/2018,7/26/2018,3,14,6,Blindse,34,33,Silver,Bronze
7/27/2018 5:04:35,"Good friends (1 stars, 1 day)",Yes,1,4/10/2018,1/1/2017,7/26/2018,13,14,15,Destroyman100,40,,Bronze,Silver
7/27/2018 5:04:57,"Ultra friends (3 stars, 30 days)",No,1,3/17/2018,3/17/2018,7/26/2018,11,8,9,Blindse,34,33,Silver,Bronze
7/27/2018 5:05:55,"Ultra friends (3 stars, 30 days)",No,1,5/22/2018,7/17/2018,7/26/2018,15,14,8,Blindse,34,33,Silver,Bronze
7/27/2018 5:06:28,"Good friends (1 stars, 1 day)",Yes,1,8/21/2016,4/20/2017,7/26/2018,,,,PipePAQ,36,28,None,None
7/27/2018 5:07:00,"Ultra friends (3 stars, 30 days)",No,1,6/24/2018,6/24/2018,7/26/2018,8,10,4,Blindse,34,33,Silver,Bronze
7/27/2018 5:07:51,"Ultra friends (3 stars, 30 days)",No,1,6/24/2018,6/24/2018,7/26/2018,8,13,11,Blindse,34,33,Silver,Bronze
7/27/2018 5:08:54,"Ultra friends (3 stars, 30 days)",No,2,6/29/2018,3/4/2018,7/26/2018,4,12,8,Blindse,34,33,Silver,Bronze
7/27/2018 5:09:50,"Ultra friends (3 stars, 30 days)",No,2,3/18/2018,3/10/2018,7/26/2018,11,8,9,Blindse,34,33,Silver,Bronze
7/27/2018 5:11:00,"Ultra friends (3 stars, 30 days)",Yes,2,6/16/2018,7/15/2018,7/26/2018,13,14,11,Blindse,34,33,Silver,Bronze
7/27/2018 5:12:06,"Ultra friends (3 stars, 30 days)",No,2,7/14/2018,7/15/2018,7/26/2018,11,6,7,Blindse,34,33,Silver,Bronze
7/27/2018 5:12:58,"Ultra friends (3 stars, 30 days)",No,2,7/14/2018,7/15/2018,7/26/2018,12,12,5,Blindse,34,33,Silver,Bronze
7/27/2018 5:13:47,"Ultra friends (3 stars, 30 days)",No,2,7/12/2018,7/7/2018,7/26/2018,11,6,6,Blindse,34,33,Silver,Bronze
7/27/2018 5:14:42,"Ultra friends (3 stars, 30 days)",No,2,6/25/2018,7/5/2018,7/26/2018,7,14,10,Blindse,34,33,Silver,Bronze
7/27/2018 5:15:36,"Ultra friends (3 stars, 30 days)",No,2,7/18/2018,7/6/2018,7/26/2018,2,8,15,Blindse,34,33,Silver,Bronze
7/27/2018 5:16:08,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/26/2018,7/26/2018,11,15,14,Lilpauley,36,37,Bronze,Bronze
7/27/2018 5:16:43,"Ultra friends (3 stars, 30 days)",No,1,7/8/2018,7/8/2018,7/26/2018,6,4,15,Blindse,34,33,Silver,Bronze
7/27/2018 5:17:50,"Ultra friends (3 stars, 30 days)",No,1,6/24/2018,6/24/2018,7/26/2018,14,12,3,Blindse,34,33,Silver,Bronze
7/27/2018 5:18:44,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,14,7,10,Blindse,34,33,Silver,Bronze
7/27/2018 5:19:32,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/26/2018,12,7,4,Blindse,34,33,Silver,Bronze
7/27/2018 5:20:23,"Ultra friends (3 stars, 30 days)",No,1,7/22/2018,6/24/2018,7/26/2018,6,6,10,Blindse,34,33,Silver,Bronze
7/27/2018 5:21:09,"Ultra friends (3 stars, 30 days)",No,1,7/25/2018,7/26/2018,7/26/2018,14,13,14,Blindse,34,33,Silver,Bronze
7/27/2018 5:22:09,"Ultra friends (3 stars, 30 days)",No,1,4/15/2018,4/15/2018,7/26/2018,3,14,9,Blindse,34,33,Silver,Bronze
7/27/2018 5:22:28,"Ultra friends (3 stars, 30 days)",Yes,2,3/15/2018,10/24/2016,7/27/2018,13,15,10,thefirstj,40,34,Silver,Silver
7/27/2018 5:22:54,"Ultra friends (3 stars, 30 days)",No,2,7/26/2018,7/22/2018,7/26/2018,13,14,0,Blindse,34,33,Silver,Bronze
7/27/2018 5:23:51,"Ultra friends (3 stars, 30 days)",No,2,4/24/2018,6/25/2018,7/26/2018,10,15,6,Blindse,34,33,Silver,Bronze
7/27/2018 5:28:36,"Ultra friends (3 stars, 30 days)",Yes,1,7/26/2018,7/26/2018,7/26/2018,12,11,13,RusticMaiden,39,34,Bronze,Silver
7/27/2018 5:40:37,"Great friends (2 stars, 7 days)",Yes,1,7/18/2016,10/10/2016,7/26/2018,15,13,13,muzudiga,40,40,Gold,Gold
7/27/2018 5:49:01,"Great friends (2 stars, 7 days)",No,2,7/25/2018,7/21/2018,7/26/2018,,,,JakeClarke6,38,14,Bronze,Bronze
7/27/2018 5:50:11,"Ultra friends (3 stars, 30 days)",No,2,2/7/2018,9/1/2016,7/26/2018,12,13,12,pdxbatman,39,35,Bronze,Bronze
7/27/2018 5:53:35,"Great friends (2 stars, 7 days)",Yes,1,7/27/2018,7/27/2018,7/27/2018,,,,Rikudou45,37,32,Silver,Silver
7/27/2018 5:58:48,"Great friends (2 stars, 7 days)",Yes,1,9/1/2016,9/9/2016,7/26/2018,11,10,12,Ljuannx,40,40,Bronze,Bronze
7/27/2018 6:00:32,"Ultra friends (3 stars, 30 days)",Yes,1,12/14/2016,11/24/2016,7/26/2018,13,10,13,Wizloq,38,32,Bronze,Bronze
7/27/2018 6:10:57,"Ultra friends (3 stars, 30 days)",Yes,1,7/28/2016,4/14/2016,7/26/2018,,,,Snipermonkey465,37,40,Bronze,Bronze
7/27/2018 6:19:43,"Great friends (2 stars, 7 days)",Yes,2,8/18/2016,4/3/2018,7/26/2018,14,11,10,lll0883,38,36,None,None
7/27/2018 6:22:49,"Ultra friends (3 stars, 30 days)",No,1,2/14/2018,8/6/2016,7/26/2018,4,5,4,PistoloreX,40,31,Silver,Gold
7/27/2018 6:30:51,"Ultra friends (3 stars, 30 days)",Yes,1,9/18/2016,11/12/2016,7/27/2018,14,11,14,Faganelli,35,35,None,None
7/27/2018 6:34:38,"Ultra friends (3 stars, 30 days)",Yes,1,8/18/2016,8/27/2016,7/26/2018,15,12,15,LordLazerath,40,40,Silver,Silver
7/27/2018 6:35:54,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/19/2018,7/26/2018,14,12,11,LordLazerath,40,40,Silver,Silver
7/27/2018 6:40:12,"Ultra friends (3 stars, 30 days)",No,1,4/8/2018,8/16/2016,7/27/2018,10,10,8,chaisit,40,40,Silver,Gold
7/27/2018 6:57:19,"Great friends (2 stars, 7 days)",Yes,2,5/3/2016,2/3/2018,7/27/2018,,,,,33,22,Bronze,Bronze
7/27/2018 7:01:00,"Ultra friends (3 stars, 30 days)",No,2,2/20/2018,2/26/2018,7/26/2018,9,10,10,Deku434,33,28,Gold,Silver
7/27/2018 7:01:53,"Great friends (2 stars, 7 days)",Yes,3,7/24/2018,7/20/2018,7/26/2018,12,11,14,Frzzl,40,35,Silver,Gold
7/27/2018 7:03:30,"Ultra friends (3 stars, 30 days)",No,3,8/31/2016,8/6/2016,7/27/2018,7,9,13,Spahirider,39,32,Bronze,Bronze
7/27/2018 7:08:43,"Ultra friends (3 stars, 30 days)",Yes,1,8/31/2016,8/5/2016,7/25/2018,,,,,,,Silver,Silver
7/27/2018 7:10:56,"Ultra friends (3 stars, 30 days)",No,2,11/27/2017,10/27/2017,7/26/2018,0,3,7,JaryR2017,36,38,Bronze,None
7/27/2018 7:17:07,"Ultra friends (3 stars, 30 days)",No,3,7/13/2018,7/8/2018,7/26/2018,2,0,9,JaryR2017,36,38,Bronze,None
7/27/2018 7:29:52,"Great friends (2 stars, 7 days)",Yes,1,9/1/2016,7/17/2018,7/27/2018,,,,Mantaru33,36,33,Silver,Silver
7/27/2018 7:29:58,"Great friends (2 stars, 7 days)",Yes,1,9/1/2016,7/17/2018,7/27/2018,,,,Mantaru33,36,33,Silver,Silver
7/27/2018 7:38:34,"Ultra friends (3 stars, 30 days)",Yes,3,7/5/2016,3/10/2018,7/25/2018,7,10,5,BigIssieIs,32,37,None,None
7/27/2018 7:46:15,"Great friends (2 stars, 7 days)",Yes,3,8/23/2017,9/27/2017,7/26/2018,14,13,15,JeeKipps,37,26,None,Bronze
7/27/2018 7:48:19,"Ultra friends (3 stars, 30 days)",No,3,7/23/2018,7/23/2018,7/26/2018,10,5,11,Rocksteadygyrl,40,40,Bronze,Silver
7/27/2018 7:48:34,"Great friends (2 stars, 7 days)",No,3,7/10/2018,3/29/2018,7/26/2018,,,,,38,29,Bronze,Bronze
7/27/2018 7:53:46,"Great friends (2 stars, 7 days)",Yes,3,7/21/2018,2/14/2017,7/26/2018,15,14,12,Afiushon,38,29,Silver,Silver
7/27/2018 7:54:22,"Great friends (2 stars, 7 days)",No,1,1/1/2018,7/14/2018,7/26/2018,2,6,11,,31,38,None,None
7/27/2018 7:57:27,"Great friends (2 stars, 7 days)",Yes,3,4/29/2018,8/15/2016,7/27/2018,13,13,11,Afiushon,38,29,Silver,Silver
7/27/2018 8:01:55,"Great friends (2 stars, 7 days)",Yes,2,9/14/2016,8/15/2016,7/26/2018,11,15,13,LoneWalker2701,35,40,Bronze,Silver
7/27/2018 8:01:56,"Great friends (2 stars, 7 days)",Yes,3,3/4/2018,6/15/2018,6/25/2018,10,13,14,Ashtonw02,38,24,Bronze,Bronze
7/27/2018 8:10:27,"Ultra friends (3 stars, 30 days)",No,3,3/22/2018,4/3/2018,7/26/2018,11,11,13,MISELLO,39,36,Bronze,Bronze
7/27/2018 8:13:01,"Good friends (1 stars, 1 day)",Yes,1,8/16/2016,10/10/2016,7/26/2018,14,9,13,Marmitemon,40,34,Bronze,Gold
7/27/2018 8:16:55,"Great friends (2 stars, 7 days)",Yes,1,7/19/2018,7/19/2018,7/25/2018,,,,ChaVermelho,40,21,Silver,Gold
7/27/2018 8:19:06,"Ultra friends (3 stars, 30 days)",No,1,6/29/2018,6/29/2018,7/27/2018,11,3,15,MISELLO,39,36,Bronze,Bronze
7/27/2018 8:19:55,"Great friends (2 stars, 7 days)",Yes,1,7/26/2018,2/10/2018,7/27/2018,15,,,ChaVermelho,40,21,Silver,Gold
7/27/2018 8:22:09,"Ultra friends (3 stars, 30 days)",Yes,1,7/17/2018,12/11/2016,7/26/2018,,,,,,,,
7/27/2018 8:23:31,"Great friends (2 stars, 7 days)",Yes,1,10/14/2016,7/12/2018,7/27/2018,,15,,ChaVermelho,40,21,Silver,Gold
7/27/2018 8:25:18,"Great friends (2 stars, 7 days)",Yes,1,8/11/2016,8/15/2016,7/25/2018,14,14,12,Strangerthing5,40,40,None,Bronze
7/27/2018 8:27:48,"Great friends (2 stars, 7 days)",Yes,1,12/5/2018,8/15/2018,7/25/2018,15,14,13,Strangerthing5,40,39,None,Bronze
7/27/2018 8:28:06,"Ultra friends (3 stars, 30 days)",Yes,3,7/26/2018,7/8/2018,7/27/2018,,,15,ChaVermelho,40,39,Silver,Gold
7/27/2018 8:33:28,"Ultra friends (3 stars, 30 days)",No,1,7/26/2018,7/26/2018,7/27/2018,3,13,4,SandraS4ndr4,40,,Silver,Silver
7/27/2018 8:38:07,"Ultra friends (3 stars, 30 days)",Yes,3,10/8/2017,9/5/2016,7/27/2018,,,,ChaVermelho,40,39,Silver,Gold
